ID,date,campaign_type,region,customer_age_range,gender,sales,units_sold,clients_engaged,click_rate,conversion_rate,satisfaction_client (%)
Ie3166,5/20/2019,TV,West,46-55,Male,111708.1,48,2429,0.5,0.18,37.2
Ks9349,2/12/2021,Email,South,26-35,Male,146376.13,23,678,1.3,0.28,90.2
Ub1708,3/3/2020,NA,North,46-55,Others,47813.74,54,2030,0.35,0.27,56.0
Kj2369,10/21/2018,Online Advertising,West,18-25,NA,53259.68,16,2146,0.42,0.08,28.0
Mv9964,4/15/2022,Online Advertising,West,56+,NA,129715.66,66,1920,0.91,0.29,61.6
Mi1057,11/9/2019,Online Advertising,South,46-55,Others,58815.63,52,409,0.5,0.26,70.6
Vc2906,7/26/2022,Direct Advertising,South,18-25,NA,29822.66,83,2430,0.47,0.29,90.8
Zq3010,5/17/2019,Online Advertising,West,NA,NA,47150.04,40,974,0.33,0.13,82.6
Gf3245,12/22/2019,Online Advertising,South,18-25,Female,1536.4,38,1382,0.17,0.26,85.6
Gj2998,6/2/2020,Social Networks,West,NA,Male,53927.69,83,2869,1.02,0.18,20.4
Bg8449,5/25/2022,Direct Advertising,East,36-45,Male,142693.33,33,1791,1.15,0.11,21.2
Ly4442,3/23/2021,Email,North,56+,Others,110093.67,90,607,0.62,0.21,31.6
Ny9732,2/8/2018,TV,East,26-35,Female,103723.62,30,799,0.9,0.15,60.6
Dy9538,12/18/2018,NA,West,46-55,Female,135879.22,12,2828,1.04,0.06,82.0
Dx6817,7/20/2022,Online Advertising,North,36-45,Male,20233.75,37,1500,0.14,0.17,42.8
Kv6463,11/2/2022,Direct Advertising,North,18-25,Male,88933.05,72,2402,1.36,0.09,59.8
Dr6291,9/16/2021,NA,West,56+,NA,37743.5,15,2382,0.65,0.24,88.0
Sf3628,8/12/2022,NA,North,46-55,Male,130803.47,3,734,0.63,0.16,31.4
Oy9991,12/19/2018,Email,South,56+,Female,127233.12,68,797,1.42,0.03,85.4
Ov7236,7/9/2022,NA,NA,26-35,Male,148234.71,26,1500,0.77,0.28,36.4
Uw6023,11/24/2018,NA,East,56+,Others,139951.51,82,1439,0.3,0.03,21.2
Hi3721,11/6/2020,Online Advertising,North,56+,NA,74971.71,6,2956,1.35,0.02,22.2
Vd6194,11/4/2021,TV,South,18-25,Male,16098.74,57,2309,0.71,0.19,94.6
Br6852,5/11/2020,NA,NA,26-35,Male,52292.82,36,586,0.32,0.09,31.0
Ly4309,2/12/2019,Online Advertising,East,18-25,Others,48980.77,81,147,0.23,0.12,62.0
Ih1477,5/15/2018,Direct Advertising,East,NA,NA,83027.88,77,756,0.26,0.22,35.8
Ey1160,7/14/2018,TV,NA,26-35,NA,22918.58,36,2664,1.46,0.24,43.4
Sq1280,12/29/2019,NA,South,36-45,NA,129235.58,72,1622,0.17,0.15,54.6
Zq1322,7/26/2018,Direct Advertising,West,36-45,Others,58095.64,87,689,0.68,0.21,37.8
Kg2317,2/7/2022,Direct Advertising,East,18-25,Female,111672.85,29,1728,0.59,0.07,94.4
Uz9498,7/27/2021,Direct Advertising,North,18-25,Female,33658.14,56,1175,0.83,0.3,44.8
Uy7270,8/22/2019,Email,South,56+,Others,39109.47,71,2336,1.09,0.25,23.2
Zv2121,6/7/2020,Direct Advertising,South,26-35,NA,68305.56,80,2010,0.15,0.04,67.0
Bo1185,2/15/2018,Online Advertising,South,36-45,NA,41070.03,96,1305,0.86,0.08,70.2
Lx9568,1/27/2018,Online Advertising,East,NA,NA,148864.23,35,1667,1.49,0.13,35.4
Xu4259,11/20/2021,Online Advertising,North,46-55,NA,64469.68,4,2274,0.08,0.14,46.4
It7203,12/8/2020,Email,West,56+,Female,24809.3,30,761,1.23,0.14,73.6
Tc8121,3/5/2021,Social Networks,North,56+,NA,5628.73,94,1791,0.31,0.21,95.4
Ua6979,6/2/2021,NA,West,26-35,Others,117992.42,44,1353,1.13,0.05,46.0
Ya6704,5/3/2020,Online Advertising,East,46-55,Others,91491.53,55,1355,0.89,0.05,52.2
Dy6855,9/2/2019,TV,North,18-25,NA,24564.65,19,1489,0.64,0.09,91.4
Di2712,6/19/2020,Direct Advertising,NA,NA,NA,127624.64,98,741,0.45,0.2,88.6
Py1585,3/18/2018,NA,South,36-45,NA,82532.65,62,2868,0.37,0.13,36.0
Gk5763,10/13/2022,Direct Advertising,South,26-35,Male,130140.52,75,285,0.48,0.25,81.6
Po5698,8/30/2019,Direct Advertising,NA,56+,Others,128518.03,84,971,0.52,0.09,62.4
Jp6270,7/10/2020,Direct Advertising,West,26-35,Female,141394.55,82,2851,1.02,0.01,93.2
Jq8370,1/20/2018,NA,East,46-55,Others,141014.28,94,690,1.3,0.15,39.0
Iy9322,8/20/2022,Email,East,36-45,Female,51186.17,18,2698,1.44,0.24,57.8
Eb8846,4/22/2021,TV,North,56+,Female,36893.29,50,212,0.28,0.22,75.4
Ny5391,6/23/2021,TV,South,26-35,NA,105221.77,37,2111,0.94,0.07,62.6
Vv8102,5/17/2018,TV,North,26-35,NA,61089.51,15,2394,1.34,0.07,28.8
Oe4656,10/10/2022,Email,South,36-45,Male,94968.46,90,492,0.78,0.17,61.6
Ae7247,12/26/2019,Email,NA,46-55,Others,78365.66,26,370,0.77,0.28,42.2
Un8248,8/13/2018,Email,East,18-25,Male,98913.91,96,31,0.29,0.29,95.2
Wr7520,7/2/2021,Online Advertising,East,18-25,Male,126835.07,35,2431,0.2,0.23,21.4
Xz9512,5/4/2022,Email,NA,18-25,Female,108793.73,87,704,0.54,0.11,81.2
Oa4693,8/3/2020,Online Advertising,South,36-45,NA,87138.04,70,1050,0.79,0.24,46.0
Xb9639,4/27/2022,Email,NA,46-55,Male,25760.28,91,1841,0.5,0.24,47.8
Kw1096,1/20/2022,Social Networks,East,18-25,Female,39116.4,16,297,0.62,0.28,25.0
Bf2300,10/13/2019,Email,East,36-45,Female,6788.48,27,2062,0.65,0.14,50.2
Bn2147,5/20/2022,Online Advertising,NA,18-25,Female,87483.64,81,2255,0.7,0.12,69.0
Ny3145,12/20/2018,Online Advertising,NA,NA,Female,55589.96,5,1112,0.24,0.15,76.2
Bc9513,7/22/2018,Direct Advertising,South,26-35,Female,148530.15,54,1910,0.35,0.27,74.6
Gi5553,4/18/2019,TV,West,NA,Male,86374.49,34,2071,1.08,0.3,67.6
Fu2016,2/10/2021,Direct Advertising,West,NA,NA,89032.08,70,2596,0.16,0.03,36.6
Jh7244,11/14/2018,Email,West,26-35,Others,119134.04,87,2948,1.48,0.1,46.8
Uk7904,8/31/2020,Social Networks,South,36-45,NA,80381.9,28,787,0.91,0.13,64.6
Pw7752,3/15/2022,TV,South,26-35,Male,121631.33,99,817,0.73,0.13,89.4
Ln8550,8/30/2018,Email,South,26-35,NA,78440.99,83,784,1.4,0.23,91.6
Xb8741,8/11/2018,Social Networks,East,26-35,Female,136667.98,36,600,1.09,0.29,28.2
Zx2136,3/30/2022,Social Networks,NA,NA,Male,42968.88,61,853,1.14,0.24,55.8
Jy6572,9/6/2020,TV,East,26-35,Others,144691.89,63,2562,1.16,0.12,83.0
Ve9932,8/20/2018,Direct Advertising,NA,18-25,NA,60551.91,97,301,0.69,0.15,97.4
Gu7226,2/6/2018,Direct Advertising,North,26-35,NA,118040.91,87,2686,0.84,0.08,80.4
Te1769,8/28/2019,Email,NA,36-45,Female,4113.82,96,847,0.35,0.18,84.6
Pw9863,3/7/2021,NA,North,56+,Male,52419.16,63,2603,0.47,0.15,93.2
Cz5670,2/18/2018,Online Advertising,West,18-25,NA,111343.26,30,151,1.33,0.27,21.8
Tp9454,5/7/2022,Email,NA,46-55,Others,65110.11,95,1220,0.48,0.12,69.4
Rq2645,8/24/2020,Email,West,18-25,Female,52807.53,78,1115,1.25,0.21,31.8
Ql6642,10/24/2019,Direct Advertising,North,26-35,Male,13064.09,31,2659,0.15,0.03,70.2
Uc9069,11/15/2019,TV,North,56+,NA,3815.65,6,1066,0.76,0.27,52.0
In4935,2/6/2020,TV,NA,56+,NA,63288.73,96,1522,0.37,0.22,70.2
Bd6335,9/18/2020,TV,NA,46-55,NA,69574.49,95,2145,0.74,0.11,50.4
Vl1012,12/8/2022,Online Advertising,North,36-45,Others,147475.15,94,937,1.17,0.09,64.4
Sd5144,10/1/2018,Online Advertising,West,36-45,Others,107782.51,81,89,0.48,0.1,89.0
Ko2983,10/1/2019,Email,NA,26-35,Male,112644.55,1,302,1.36,0.14,36.8
Zp9523,3/9/2021,Social Networks,NA,56+,NA,100885.72,25,2508,0.82,0.2,61.6
Hb9687,5/7/2021,Online Advertising,North,26-35,Male,62158.17,47,67,0.28,0.18,31.4
Fo7665,6/17/2020,Direct Advertising,East,NA,Female,36031.2,81,1491,1.36,0.19,91.4
Ry2510,1/6/2022,Online Advertising,NA,18-25,NA,75937.06,37,2368,0.4,0.27,40.2
Ks4062,9/6/2022,Online Advertising,South,18-25,Female,33495.6,82,865,0.35,0.12,63.2
Wa9307,4/29/2021,Direct Advertising,North,26-35,Others,113425.16,82,2591,0.39,0.17,43.4
Br9191,3/27/2020,Direct Advertising,South,36-45,Male,96931.33,29,2192,1.12,0.2,97.0
Lx4227,4/17/2020,Social Networks,NA,18-25,Female,35438.57,59,1013,0.25,0.26,92.0
Ss4130,1/30/2018,Social Networks,East,56+,Female,18461.42,34,618,0.51,0.28,58.8
Ah9010,7/17/2018,Direct Advertising,North,18-25,Others,14892.23,93,779,1.32,0.15,23.6
Cy9951,3/14/2020,Social Networks,East,18-25,Female,18449.1,47,2585,0.38,0.16,24.8
Lc3126,4/19/2021,Social Networks,North,18-25,Female,66460.78,48,2132,0.39,0.18,49.6
Hw1487,10/31/2019,Social Networks,East,56+,Female,21447.7,31,1698,1.31,0.12,68.0
Pq5509,7/8/2018,Online Advertising,North,36-45,Others,90345.5,21,2214,0.75,0.16,29.6
Qn2613,5/27/2020,Direct Advertising,West,26-35,Others,121408.43,90,1211,0.59,0.07,40.4
Dr1123,3/2/2019,Email,East,18-25,NA,54091.39,49,1941,0.85,0.24,32.4
Na8245,9/26/2020,TV,South,NA,Female,140239.79,19,1302,0.61,0.25,90.8
Ty7479,7/1/2018,TV,NA,18-25,Male,34565.49,30,558,1.01,0.08,60.6
Tw8324,3/2/2019,Social Networks,North,56+,Others,33240.1,1,673,0.75,0.28,88.8
Xu5239,7/2/2018,TV,East,36-45,Others,23610.94,64,1946,0.73,0.05,31.4
Ly8520,8/15/2020,TV,NA,26-35,NA,138541.53,57,1908,0.27,0.29,64.4
Qg5353,12/5/2020,Email,North,18-25,Others,30168.91,73,243,1.14,0.08,80.6
Fv3049,12/7/2021,Email,NA,NA,Female,137479.6,42,45,0.47,0.01,90.0
Ho4006,5/10/2019,Online Advertising,South,36-45,Others,49173.26,97,61,1.04,0.18,29.8
Ah9468,5/6/2022,Email,East,26-35,Female,105698.71,38,1317,1.23,0.05,60.8
We1135,4/17/2022,Direct Advertising,East,26-35,Male,136874.55,90,2356,0.45,0.21,72.0
Qr1193,6/15/2020,TV,East,56+,Male,28295.8,44,1500,1.39,0.26,83.8
Xj2888,11/5/2019,TV,East,18-25,NA,79436.84,8,1480,0.27,0.24,21.4
Gr2702,12/20/2019,Direct Advertising,South,NA,Male,86062.4,79,62,0.17,0.01,31.0
Qt8997,7/13/2021,NA,South,18-25,Others,120903.58,48,240,0.54,0.23,21.2
Ze2007,4/16/2020,TV,North,NA,Others,16474.14,34,649,0.72,0.26,34.2
If8076,12/2/2022,Direct Advertising,West,26-35,Male,81983.6,14,1839,1.08,0.28,54.4
Vj2862,7/2/2018,Social Networks,West,18-25,Others,5999.27,53,1553,1.26,0.24,27.6
Dm3502,4/10/2019,Online Advertising,South,56+,Female,54304.48,76,1780,0.23,0.25,88.0
Mp6812,1/23/2020,NA,NA,46-55,Male,143524.77,45,2364,0.77,0.06,54.0
Pu2533,7/16/2022,NA,West,56+,NA,39479.06,69,2002,1.48,0.25,30.0
Lm5530,9/18/2019,Direct Advertising,East,18-25,Female,23181.18,22,1441,0.96,0.24,92.6
Gu3617,2/27/2021,TV,North,46-55,NA,33978.09,83,277,0.41,0.21,34.6
Rg4605,12/5/2021,Direct Advertising,East,46-55,Male,106809.29,33,170,1.32,0.18,86.4
St3926,7/2/2021,Social Networks,NA,18-25,Others,122204.61,87,183,0.08,0.29,23.2
Zn8691,3/8/2021,Social Networks,North,56+,Male,143391.78,21,2407,0.4,0.1,34.4
Sp8171,9/5/2019,Social Networks,East,46-55,Female,55915.08,3,273,1.34,0.19,46.4
Iw3148,8/16/2019,Email,East,56+,Female,102502.31,22,1925,0.33,0.16,34.2
Ua9820,8/16/2020,Online Advertising,NA,NA,Female,100311.06,60,2851,0.93,0.08,54.6
Og8375,11/9/2022,Email,West,26-35,NA,143696.78,40,915,0.28,0.3,38.6
Kz4944,1/27/2021,Social Networks,East,26-35,Female,107398,30,1208,0.56,0.13,72.4
Ob2997,12/20/2021,TV,South,36-45,Male,115684.96,39,1033,0.45,0.27,72.6
Gv3384,11/21/2021,Social Networks,South,NA,Male,88184.5,41,2669,0.49,0.29,22.8
Ks8355,1/11/2022,Direct Advertising,East,56+,NA,116251.01,89,1868,0.88,0.15,37.8
Rp8144,7/4/2018,Social Networks,West,56+,Others,85247.69,58,33,1.13,0.16,35.4
Ai4854,8/3/2021,Email,NA,NA,Female,43528.19,57,648,0.32,0.16,95.2
Uk7811,2/20/2018,Direct Advertising,West,56+,NA,119213.02,88,2985,0.33,0.07,96.4
Yc5150,10/28/2022,Direct Advertising,East,36-45,Male,126339.36,13,1801,0.42,0.15,82.8
Hk8614,4/2/2022,Direct Advertising,North,46-55,Others,42592.58,2,883,0.31,0.06,93.8
Jn4982,1/20/2022,TV,NA,NA,NA,65806.55,35,1647,0.8,0.09,20.6
Hd2971,9/19/2019,NA,NA,NA,Others,61956.69,69,2472,1.27,0.26,41.8
Wd8861,12/28/2021,Email,West,46-55,Male,48588.04,26,2931,0.84,0.29,39.6
Ho1791,11/25/2018,Online Advertising,South,36-45,NA,47689.59,35,1605,0.45,0.05,43.4
Yk4610,11/14/2018,Social Networks,North,18-25,NA,143173.38,12,1011,1.15,0.19,72.2
Zv7608,9/26/2019,TV,South,18-25,Female,52021.38,3,1305,0.6,0.2,92.0
Hl7234,4/25/2021,Email,West,26-35,NA,102342.3,15,2947,1.37,0.19,79.8
Kt1897,9/18/2022,Email,NA,36-45,NA,42348.03,8,2699,1.15,0.01,55.8
Il5149,6/10/2022,Email,North,26-35,Others,28989.15,16,2822,0.46,0.28,87.2
Va8092,7/31/2020,NA,North,46-55,NA,100420.61,79,2859,1.22,0.27,76.8
Xx1166,11/21/2020,NA,East,46-55,Others,21457.27,83,1332,0.9,0.16,21.4
Js7428,4/12/2018,Social Networks,South,18-25,Female,93949.26,68,2673,0.43,0.25,42.2
Cs5801,6/28/2022,TV,South,46-55,Male,54363.04,5,580,1.17,0.13,31.8
Lo5091,5/4/2018,Email,South,18-25,NA,82748.42,98,1812,1.3,0.22,27.0
Dc2391,1/13/2022,Social Networks,South,NA,Male,76558.31,89,1589,1.24,0.24,71.8
Nf5242,7/23/2022,Online Advertising,East,26-35,Others,60138.95,83,111,0.8,0.09,66.2
Kq8389,11/26/2021,TV,South,26-35,Others,78545.02,29,1497,1.04,0.03,63.2
Dp4829,3/12/2018,Online Advertising,South,56+,Female,67339.53,46,537,0.92,0.21,59.6
Ha8158,5/8/2020,Social Networks,South,NA,Female,25813.81,85,2589,0.08,0.01,25.2
Uo8514,5/26/2022,Online Advertising,North,36-45,Male,79075.79,17,346,1.11,0.27,32.8
Se1819,4/21/2022,TV,West,26-35,Male,36428.21,19,2901,0.26,0.03,90.6
Yk1055,5/30/2022,Email,West,36-45,Male,17192.65,74,206,0.38,0.02,93.4
Pk1349,1/18/2019,Social Networks,West,46-55,Male,44250.11,70,2427,0.62,0.07,28.0
Gj4682,7/30/2021,TV,North,26-35,Male,47991.45,68,1082,1.33,0.03,46.0
Ub5583,4/27/2022,NA,North,18-25,Others,74476.59,43,886,0.08,0.27,77.4
Um5870,5/30/2022,Direct Advertising,West,18-25,Male,8778.69,2,2931,1.01,0.28,86.4
Ti1472,2/16/2019,TV,NA,26-35,NA,43435.13,67,860,0.49,0.2,85.2
Zd3388,4/18/2022,Online Advertising,East,18-25,Male,114544.75,51,1863,1.18,0.29,53.8
Wc2049,6/30/2022,Social Networks,West,36-45,Male,87360.29,52,2848,0.19,0.03,72.6
Ji7147,6/28/2019,Email,East,36-45,Male,69808.02,49,820,1.38,0.22,69.0
Pp4173,9/6/2018,Online Advertising,South,NA,Female,81161.64,11,2285,0.68,0.27,98.4
Jt9466,5/4/2020,Direct Advertising,West,18-25,Male,110871.23,38,215,0.18,0.09,82.0
Tk2109,6/9/2022,Online Advertising,East,18-25,Male,69055.88,41,2266,1.25,0.08,95.8
Xd5660,8/16/2021,Online Advertising,NA,56+,Female,48867.82,76,1333,0.18,0.15,37.6
Un6402,7/9/2018,Social Networks,East,26-35,Female,96766.99,16,1267,0.4,0.25,27.8
Jw4928,6/20/2022,Online Advertising,West,46-55,NA,122933.39,77,2771,0.43,0.2,48.8
Nu3454,10/6/2020,Social Networks,West,56+,Female,58992.38,24,1480,1.07,0.19,43.6
Od2268,11/29/2020,Online Advertising,East,26-35,NA,38002.89,32,454,0.59,0.23,43.0
Ci9479,6/3/2022,Online Advertising,South,36-45,Male,12801.47,69,2641,0.86,0.29,50.4
Zd3887,1/6/2020,NA,NA,18-25,Female,58504.44,75,841,0.96,0.2,42.8
Yy9925,5/7/2021,Direct Advertising,East,56+,Male,57083.75,65,2591,0.55,0.11,99.6
Uc6901,12/11/2022,Social Networks,NA,46-55,Female,140645.41,76,954,0.55,0.25,44.8
Iq8082,12/28/2018,TV,NA,NA,Male,35955.26,41,684,0.33,0.11,40.8
Cl1140,3/26/2020,Online Advertising,West,36-45,Male,8490.56,90,2994,1.24,0.18,51.0
Gg3252,8/24/2019,TV,South,18-25,Male,131885.75,65,2527,0.89,0.21,69.4
Bc6819,7/6/2021,Email,South,46-55,NA,33497.67,94,1651,0.37,0.23,45.2
Dc3922,6/4/2020,Social Networks,NA,NA,Male,45989.06,81,1871,0.17,0.1,47.0
Me8940,12/20/2022,Direct Advertising,South,36-45,Others,5033.88,73,922,0.05,0.16,44.2
Nq2824,8/10/2019,NA,South,46-55,Female,54194.57,55,503,1.41,0.07,46.0
Rs4730,11/13/2018,NA,West,36-45,Male,66201.03,30,642,1.31,0.12,60.4
Su6231,7/17/2022,TV,South,NA,NA,111276.84,65,2819,0.43,0.16,54.2
Uw6060,10/6/2021,Social Networks,East,26-35,Male,133658.23,9,2613,0.57,0.16,53.6
Xe7166,9/3/2021,Direct Advertising,North,46-55,Female,10943.12,79,1020,0.77,0.17,25.2
Mo1650,12/8/2019,NA,West,56+,NA,44698.57,31,778,0.06,0.09,55.6
Ij5390,6/22/2020,NA,South,56+,Others,50937.54,48,2244,0.3,0.07,75.0
Ea6383,11/26/2022,NA,West,56+,Male,2762.56,46,1508,0.14,0.27,35.4
Zh1096,7/7/2018,Social Networks,East,56+,Male,22427.67,94,280,0.2,0.07,62.8
Ki8139,12/13/2018,Direct Advertising,West,36-45,Female,36068.38,8,2366,1.14,0.05,95.4
Lh4114,12/8/2020,Email,NA,NA,NA,75600.29,26,2178,0.27,0.09,86.8
Bj3708,12/25/2022,Social Networks,North,NA,Male,134148.16,60,382,0.71,0.29,56.8
Cw9471,7/12/2020,Social Networks,South,26-35,NA,86260.94,18,822,0.54,0.13,90.0
Uw6890,10/29/2021,TV,West,26-35,NA,146641.01,38,60,0.16,0.16,78.2
Gk8348,10/7/2022,Email,East,NA,NA,73305.49,94,1569,0.42,0.07,92.0
No7681,1/15/2020,Online Advertising,North,18-25,Male,82703.8,68,2135,1.49,0.21,67.6
Qk3082,8/23/2021,TV,South,46-55,NA,8225.3,94,724,0.94,0.1,74.0
Cc5766,6/27/2019,TV,East,18-25,Others,54741.92,29,1214,1.45,0.03,88.2
Jl8267,6/7/2021,NA,West,36-45,NA,103547.27,79,534,0.12,0.07,43.4
Nu2861,4/24/2020,Email,West,46-55,Others,68779.59,47,1050,0.27,0.2,36.0
Lw7062,8/10/2019,Direct Advertising,North,18-25,Female,22382.26,29,270,0.65,0.04,87.6
Ey8046,11/28/2019,Online Advertising,North,NA,NA,9475.98,36,698,0.41,0.2,35.6
Xi1567,5/1/2022,Social Networks,East,26-35,NA,71084.17,59,363,1.44,0.28,81.0
Tz8055,11/3/2018,Online Advertising,North,NA,Others,25740.48,69,576,0.44,0.25,52.8
Sw9860,7/26/2019,Direct Advertising,South,NA,NA,92914.3,99,2460,0.08,0.17,37.4
Gr4112,4/24/2018,Social Networks,NA,NA,Female,80171.53,67,2347,0.83,0.16,32.0
Uf5774,12/19/2022,NA,West,26-35,NA,106028.21,45,902,0.68,0.1,43.8
Gb9863,7/8/2020,Direct Advertising,South,18-25,NA,1137.19,61,2100,1.38,0.04,71.2
Il5314,11/16/2022,NA,East,18-25,Others,88222.35,11,797,0.92,0.13,81.8
Gc6944,10/1/2020,NA,West,56+,NA,51205.48,20,2266,0.4,0.18,96.4
Uy4203,11/1/2020,NA,West,26-35,NA,85125.97,41,2249,0.35,0.07,73.2
Vr2011,6/1/2020,Direct Advertising,East,26-35,Female,106868.25,21,40,0.75,0.26,74.2
Xb6161,4/29/2022,Direct Advertising,North,36-45,Others,3362.69,84,2751,1.24,0.24,91.6
Kj3346,4/19/2019,Direct Advertising,East,18-25,Female,61628.79,47,2388,1.1,0.1,30.8
Us5468,8/8/2018,Direct Advertising,East,26-35,Others,7022.13,39,775,0.66,0.06,81.0
Jf1578,5/18/2019,Online Advertising,South,36-45,NA,98329.72,20,320,0.08,0.01,68.2
Ih7194,4/9/2019,Direct Advertising,West,36-45,NA,96496.77,61,825,0.1,0.23,26.4
Za8585,4/15/2021,Direct Advertising,NA,26-35,NA,111070.97,30,1047,0.88,0.18,31.4
Qq6451,4/10/2021,TV,South,56+,Male,99348.53,57,205,0.42,0.18,79.4
Bm6190,11/18/2018,TV,South,36-45,Female,71471.09,16,1520,0.35,0.23,84.8
Fe8397,4/3/2021,NA,NA,36-45,Others,44895.37,50,2000,0.85,0.16,91.6
Mh3845,7/22/2021,Social Networks,South,36-45,NA,7530.15,51,743,0.67,0.07,83.6
Lg4529,3/18/2018,Social Networks,North,56+,Male,109127.45,47,1522,0.72,0.11,88.8
Eo7585,4/13/2018,Direct Advertising,NA,26-35,Female,24740.44,69,2966,0.13,0.27,30.8
Sx1210,1/22/2021,Social Networks,East,36-45,Others,18205.56,50,2927,1.22,0.07,60.8
Fi1946,12/15/2020,NA,West,26-35,NA,45188.05,69,769,0.52,0.06,94.2
Ar4562,1/24/2019,TV,East,36-45,Others,100075.8,25,1807,0.48,0.21,45.0
Fu8613,8/24/2020,TV,NA,46-55,Female,57473.41,21,1567,0.21,0.09,47.0
Px3288,5/24/2018,TV,North,NA,Male,30419.14,3,394,0.6,0.23,47.6
So3971,9/12/2019,Social Networks,NA,56+,Female,20654.92,53,1326,1.35,0.18,60.6
Ja9096,9/5/2020,Social Networks,South,36-45,Male,110149.78,51,2540,0.48,0.27,99.6
Pg9353,4/12/2018,Direct Advertising,North,26-35,Male,24307.56,34,1323,0.59,0.23,86.0
Sn4247,5/11/2022,Social Networks,North,46-55,Female,1591.25,40,2929,0.94,0.11,20.2
Ma1962,11/15/2020,Direct Advertising,East,46-55,Female,2782.6,70,1790,0.72,0.15,80.6
Pz1362,5/7/2019,Email,East,46-55,Male,48787.99,6,1456,0.68,0.26,65.4
Xj6557,4/11/2021,Online Advertising,NA,46-55,Male,9129.83,90,1070,1.47,0.06,83.0
Am9680,8/10/2021,NA,East,56+,Female,57231.62,22,2892,1,0.23,30.6
Uy5122,3/26/2022,NA,West,46-55,Female,9468.12,11,1090,0.9,0.01,29.8
Rf8473,12/18/2021,Online Advertising,North,56+,Female,116655.79,66,1878,1.17,0.02,40.2
Tx8016,3/26/2022,Social Networks,NA,26-35,NA,38935.43,90,2178,0.1,0.05,64.2
Xu5021,11/27/2020,Email,North,NA,NA,96688.91,15,1991,0.62,0.04,66.2
Di1512,1/1/2020,NA,North,18-25,Male,5581.54,41,1333,0.52,0.16,82.0
Xe8986,7/13/2020,Online Advertising,North,46-55,Female,86953.31,62,2453,0.2,0.16,89.6
Ky1420,9/16/2020,Direct Advertising,NA,18-25,Others,17336.16,66,1355,0.51,0.08,31.2
Kd1937,8/3/2018,Online Advertising,West,36-45,NA,33786.62,10,1605,1.39,0.13,67.4
Wj2596,3/1/2022,Social Networks,NA,46-55,NA,52150.02,77,2620,1.43,0.08,36.2
Ep2011,4/1/2020,Email,West,18-25,Others,50255.54,45,2824,0.51,0.19,59.2
Tj5963,11/18/2018,Direct Advertising,West,26-35,Others,89567.73,68,2236,0.45,0.24,85.0
Je6628,10/17/2022,Social Networks,North,46-55,NA,4000.59,26,2803,1.46,0.05,88.2
Ca4378,1/11/2022,Social Networks,NA,26-35,Female,4471.9,5,2228,1.48,0.09,40.4
Qu9079,10/21/2019,NA,South,36-45,Female,32806.14,17,1807,0.13,0.17,75.8
Iw8348,4/24/2020,Social Networks,NA,26-35,Female,4937.22,76,2984,0.27,0.08,60.4
Hu3972,2/2/2018,TV,West,36-45,NA,28731.04,86,276,0.83,0.07,99.0
Cl6336,3/16/2020,Social Networks,South,36-45,Others,130672.97,56,2852,1.17,0.18,70.2
Ri5273,5/19/2022,Social Networks,East,NA,Others,143723.55,19,1193,1.14,0.05,85.2
Av9258,4/3/2021,Email,South,46-55,NA,64197.22,7,2932,0.35,0.18,26.6
Xs4558,5/7/2021,Online Advertising,South,56+,Female,90958.99,19,118,1.32,0.05,91.6
Pt5061,6/22/2019,Online Advertising,NA,18-25,Female,9130.44,57,661,0.49,0.28,93.0
Xc7621,4/13/2021,Email,West,56+,Female,98162.2,11,358,0.32,0.17,77.2
Rn9052,1/11/2020,NA,East,36-45,NA,94721.68,11,1424,0.83,0.09,71.8
Vv4676,3/15/2020,Social Networks,West,18-25,Female,131630.88,85,1443,0.75,0.12,77.0
Lf9742,11/21/2020,NA,East,NA,Male,50351.04,55,1944,1.47,0.12,44.6
Kk6103,2/20/2021,Direct Advertising,NA,26-35,Female,58212.36,45,1294,0.95,0.25,88.2
Ej2085,4/30/2022,TV,South,36-45,Male,22581.92,36,629,1.44,0.07,92.0
Aa5239,11/14/2022,NA,East,26-35,Male,94378.62,94,1895,0.79,0.05,23.0
Ot8767,5/14/2020,Online Advertising,East,36-45,Male,119973.91,97,2237,0.32,0.08,61.0
Bd7853,2/5/2018,Direct Advertising,East,46-55,Female,147646.48,1,2710,1.42,0.26,97.0
Ls7694,4/22/2021,Social Networks,East,46-55,Female,61125.33,98,1647,0.97,0.17,37.2
Qv6605,5/5/2022,NA,South,18-25,Female,77148.39,19,764,0.6,0.08,24.0
Rx6680,3/9/2018,NA,North,NA,Female,27883.78,91,2784,0.85,0.13,50.0
Hl8164,4/25/2022,NA,West,NA,NA,48471.36,68,1816,1.29,0.22,46.4
Mk9766,7/31/2021,Online Advertising,South,26-35,Male,118677.61,74,1863,1.45,0.28,84.2
Ic3175,3/16/2019,TV,East,NA,Male,146197.74,6,1885,0.9,0.17,72.4
Hr3887,9/26/2021,Direct Advertising,North,46-55,Male,70112.53,98,28,1.44,0.17,20.6
Zv8038,7/21/2019,TV,North,46-55,Others,140614.26,85,856,0.13,0.18,72.2
Dh3457,7/15/2022,TV,West,NA,Others,129593.93,83,965,1.17,0.07,38.2
Jz9355,6/13/2018,Email,South,26-35,NA,76765.52,44,2706,1.16,0.23,99.6
Jr7885,12/6/2021,Online Advertising,West,46-55,Male,64862.97,60,1531,0.84,0.07,87.6
